input_cif,action_prompt,output_cif
mp-1198603.cif,Rotate all surrounding atoms within 2.2390145415662346 of the center atom at index 26 by 104.68970989679215 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1198603_processed.cif
mp-1198841.cif,Rotate all surrounding atoms within 3.6018022036709327 of the center atom at index 41 by 84.59094514476296 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1198841_processed.cif
mp-1199018.cif,Rotate all surrounding atoms within 3.5639141510841563 of the center atom at index 65 by 80.85839089153666 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1199018_processed.cif
mp-1199088.cif,Rotate all surrounding atoms within 3.55851380950681 of the center atom at index 6 by 157.0300652506324 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1199088_processed.cif
mp-1199566.cif,Rotate all surrounding atoms within 3.4291794581217134 of the center atom at index 46 by 270.8258051994385 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1199566_processed.cif
mp-1199672.cif,Rotate all surrounding atoms within 1.6342150706489518 of the center atom at index 4 by 238.23407832231337 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1199672_processed.cif
mp-1200359.cif,Rotate all surrounding atoms within 3.7048572053482602 of the center atom at index 11 by 118.73358046944264 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1200359_processed.cif
mp-1200542.cif,Rotate all surrounding atoms within 2.376853583998096 of the center atom at index 0 by 90.81961183990256 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1200542_processed.cif
mp-1200692.cif,Rotate all surrounding atoms within 1.9636103431596719 of the center atom at index 29 by 311.86366698617036 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1200692_processed.cif
mp-1200758.cif,Rotate all surrounding atoms within 3.84435059513081 of the center atom at index 48 by 137.5793473642679 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1200758_processed.cif
mp-1201497.cif,Rotate all surrounding atoms within 3.0827510082369622 of the center atom at index 23 by 151.03959348814163 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1201497_processed.cif
mp-1201607.cif,Rotate all surrounding atoms within 2.374141321455354 of the center atom at index 33 by 87.14745098902 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1201607_processed.cif
mp-1201876.cif,Rotate all surrounding atoms within 3.846618859876324 of the center atom at index 6 by 220.5863131272435 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1201876_processed.cif
mp-1201895.cif,Rotate all surrounding atoms within 2.5720518716144047 of the center atom at index 3 by 236.18850422889187 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1201895_processed.cif
mp-1202389.cif,Rotate all surrounding atoms within 3.557839238720791 of the center atom at index 3 by 197.11153260355613 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1202389_processed.cif
mp-1202709.cif,Rotate all surrounding atoms within 3.4164058764172154 of the center atom at index 26 by 289.74008287360545 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1202709_processed.cif
mp-1202898.cif,Rotate all surrounding atoms within 3.9740238878979377 of the center atom at index 17 by 311.18196355667567 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1202898_processed.cif
mp-1202901.cif,Rotate all surrounding atoms within 2.9286467911140495 of the center atom at index 2 by 125.4967445142759 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1202901_processed.cif
mp-1203035.cif,Rotate all surrounding atoms within 3.291819763862997 of the center atom at index 23 by 179.5601798136153 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1203035_processed.cif
mp-1203146.cif,Rotate all surrounding atoms within 1.6376291551373379 of the center atom at index 26 by 156.2944659253692 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1203146_processed.cif
mp-1203196.cif,Rotate all surrounding atoms within 3.644900983651702 of the center atom at index 39 by 287.3183376673435 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1203196_processed.cif
mp-1203220.cif,Rotate all surrounding atoms within 2.4163774939143896 of the center atom at index 6 by 263.2473567982532 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1203220_processed.cif
mp-1203746.cif,Rotate all surrounding atoms within 3.7046209316528382 of the center atom at index 18 by 286.8000413537966 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1203746_processed.cif
mp-1203808.cif,Rotate all surrounding atoms within 3.6999898608668005 of the center atom at index 92 by 66.06222265229195 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1203808_processed.cif
mp-1203996.cif,Rotate all surrounding atoms within 1.852911108417683 of the center atom at index 53 by 117.03579641716908 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1203996_processed.cif
mp-1204064.cif,Rotate all surrounding atoms within 3.742195529570302 of the center atom at index 22 by 211.6984817090923 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1204064_processed.cif
mp-1204087.cif,Rotate all surrounding atoms within 3.2994909316134273 of the center atom at index 30 by 308.7435271280024 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1204087_processed.cif
mp-1204178.cif,Rotate all surrounding atoms within 3.4233667273070068 of the center atom at index 2 by 57.250951183104455 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1204178_processed.cif
mp-1204195.cif,Rotate all surrounding atoms within 2.3307144235021795 of the center atom at index 49 by 176.18216262046604 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1204195_processed.cif
mp-1204482.cif,Rotate all surrounding atoms within 3.6911536175441904 of the center atom at index 32 by 172.76721520885815 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1204482_processed.cif
mp-1204573.cif,Rotate all surrounding atoms within 3.2687281338139624 of the center atom at index 27 by 286.9360827810568 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1204573_processed.cif
mp-1204620.cif,Rotate all surrounding atoms within 2.0143863630077288 of the center atom at index 67 by 240.79179458239616 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1204620_processed.cif
mp-1204800.cif,Rotate all surrounding atoms within 3.680132162547372 of the center atom at index 0 by 259.1963920908124 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1204800_processed.cif
mp-1205388.cif,Rotate all surrounding atoms within 2.610383122034671 of the center atom at index 9 by 243.18461280046319 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1205388_processed.cif
mp-1205391.cif,Rotate all surrounding atoms within 3.306700588652333 of the center atom at index 19 by 172.91905068572393 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1205391_processed.cif
mp-1205393.cif,Rotate all surrounding atoms within 2.770989293087461 of the center atom at index 15 by 242.35311450695957 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1205393_processed.cif
mp-1205503.cif,Rotate all surrounding atoms within 3.938694957192671 of the center atom at index 2 by 135.06411235859423 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1205503_processed.cif
mp-1205523.cif,Rotate all surrounding atoms within 3.336535365847893 of the center atom at index 9 by 253.67444947533983 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1205523_processed.cif
mp-1205660.cif,Rotate all surrounding atoms within 3.916260575208861 of the center atom at index 0 by 233.8249895627755 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1205660_processed.cif
mp-1205745.cif,Rotate all surrounding atoms within 3.999682376688554 of the center atom at index 6 by 189.86758383945119 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1205745_processed.cif
mp-1205771.cif,Rotate all surrounding atoms within 2.36994166184813 of the center atom at index 5 by 183.61394711988177 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1205771_processed.cif
mp-1206201.cif,Rotate all surrounding atoms within 2.9497888912189056 of the center atom at index 0 by 50.14110405778935 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1206201_processed.cif
mp-1206250.cif,Rotate all surrounding atoms within 3.262992064175681 of the center atom at index 3 by 280.92106707211826 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1206250_processed.cif
mp-1206569.cif,Rotate all surrounding atoms within 3.9936110646432814 of the center atom at index 6 by 212.98904101829987 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1206569_processed.cif
mp-1206737.cif,Rotate all surrounding atoms within 3.7262209897105723 of the center atom at index 3 by 136.68199894171389 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1206737_processed.cif
mp-1207144.cif,Rotate all surrounding atoms within 3.527381277543393 of the center atom at index 2 by 223.06281998065083 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1207144_processed.cif
mp-1207398.cif,Rotate all surrounding atoms within 2.940581701246965 of the center atom at index 2 by 215.17451319083563 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1207398_processed.cif
mp-1207522.cif,Rotate all surrounding atoms within 3.522552778332372 of the center atom at index 2 by 220.6905919114862 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1207522_processed.cif
mp-1207549.cif,Rotate all surrounding atoms within 3.2656321796619894 of the center atom at index 17 by 124.19987987294594 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1207549_processed.cif
mp-1207596.cif,Rotate all surrounding atoms within 3.81153678525283 of the center atom at index 13 by 50.82058348307493 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1207596_processed.cif
mp-1207733.cif,Rotate all surrounding atoms within 3.462153945706466 of the center atom at index 1 by 244.16403527318437 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1207733_processed.cif
mp-1207797.cif,Rotate all surrounding atoms within 3.06841238741014 of the center atom at index 1 by 178.56135965763505 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1207797_processed.cif
mp-1207993.cif,Rotate all surrounding atoms within 3.2555175024616396 of the center atom at index 1 by 300.4400795044046 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1207993_processed.cif
mp-1208058.cif,Rotate all surrounding atoms within 3.647017773206273 of the center atom at index 16 by 45.65449986610835 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1208058_processed.cif
mp-1208219.cif,Rotate all surrounding atoms within 3.460402754915709 of the center atom at index 35 by 284.2627099965947 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1208219_processed.cif
mp-1208275.cif,Rotate all surrounding atoms within 2.346304136852235 of the center atom at index 12 by 57.33929791452728 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1208275_processed.cif
mp-1208331.cif,Rotate all surrounding atoms within 3.0741773914397377 of the center atom at index 5 by 228.65936237169524 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1208331_processed.cif
mp-1208361.cif,Rotate all surrounding atoms within 3.4381570459486746 of the center atom at index 8 by 209.00194111004612 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1208361_processed.cif
mp-1208425.cif,Rotate all surrounding atoms within 2.9351742575434616 of the center atom at index 4 by 161.9109443547133 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1208425_processed.cif
mp-1208879.cif,Rotate all surrounding atoms within 2.9871234636669612 of the center atom at index 8 by 83.70573608130269 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1208879_processed.cif
mp-1209036.cif,Rotate all surrounding atoms within 3.8968429898222885 of the center atom at index 7 by 65.15384908741746 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1209036_processed.cif
mp-1209206.cif,Rotate all surrounding atoms within 2.5876196426466267 of the center atom at index 34 by 219.73820115273108 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1209206_processed.cif
mp-1209348.cif,Rotate all surrounding atoms within 3.348101885567566 of the center atom at index 18 by 93.11692507530938 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1209348_processed.cif
mp-1209483.cif,Rotate all surrounding atoms within 3.479700049625658 of the center atom at index 0 by 193.37098191320445 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1209483_processed.cif
mp-1209534.cif,Rotate all surrounding atoms within 3.9967046158496844 of the center atom at index 23 by 99.91181151857865 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1209534_processed.cif
mp-1209695.cif,Rotate all surrounding atoms within 3.143542870597635 of the center atom at index 42 by 251.86183351572808 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1209695_processed.cif
mp-1210015.cif,Rotate all surrounding atoms within 3.2668154681735944 of the center atom at index 2 by 272.74291883853635 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1210015_processed.cif
mp-1210035.cif,Rotate all surrounding atoms within 2.737029496750331 of the center atom at index 11 by 108.23955293617573 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1210035_processed.cif
mp-1210161.cif,Rotate all surrounding atoms within 1.7899180549691307 of the center atom at index 6 by 66.39717037002916 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1210161_processed.cif
mp-1210237.cif,Rotate all surrounding atoms within 2.5690575496269044 of the center atom at index 8 by 165.956615947652 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1210237_processed.cif
mp-1210462.cif,Rotate all surrounding atoms within 1.7582191490847956 of the center atom at index 15 by 60.26410706596866 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1210462_processed.cif
mp-1210502.cif,Rotate all surrounding atoms within 1.6464750931174066 of the center atom at index 39 by 298.0088723885982 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1210502_processed.cif
mp-1210518.cif,Rotate all surrounding atoms within 2.8921401363207213 of the center atom at index 31 by 75.98913090856345 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1210518_processed.cif
mp-1210584.cif,Rotate all surrounding atoms within 3.871043766350284 of the center atom at index 0 by 110.48699689934813 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1210584_processed.cif
mp-1211181.cif,Rotate all surrounding atoms within 3.5448144013278142 of the center atom at index 25 by 195.10634693869923 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1211181_processed.cif
mp-1211192.cif,Rotate all surrounding atoms within 2.66952149376002 of the center atom at index 10 by 297.1382497375823 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1211192_processed.cif
mp-1211198.cif,Rotate all surrounding atoms within 2.516636644966866 of the center atom at index 0 by 153.31686018832613 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1211198_processed.cif
mp-1211303.cif,Rotate all surrounding atoms within 3.6058730298823622 of the center atom at index 9 by 219.2234336139905 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1211303_processed.cif
mp-1211402.cif,Rotate all surrounding atoms within 3.808244544429254 of the center atom at index 4 by 249.9770381341397 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1211402_processed.cif
mp-1211546.cif,Rotate all surrounding atoms within 3.7153632826462024 of the center atom at index 1 by 276.33836538542835 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1211546_processed.cif
mp-1211686.cif,Rotate all surrounding atoms within 3.588526105594359 of the center atom at index 7 by 306.75313831488904 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1211686_processed.cif
mp-1211861.cif,Rotate all surrounding atoms within 3.1472954829817894 of the center atom at index 9 by 272.8248221795799 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1211861_processed.cif
mp-1211971.cif,Rotate all surrounding atoms within 1.7977118934840828 of the center atom at index 32 by 277.2263949310625 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1211971_processed.cif
mp-1212118.cif,Rotate all surrounding atoms within 3.364954673520796 of the center atom at index 10 by 111.05162778112836 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1212118_processed.cif
mp-1212387.cif,Rotate all surrounding atoms within 2.9253220913470326 of the center atom at index 14 by 271.5642642679045 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1212387_processed.cif
mp-1212504.cif,Rotate all surrounding atoms within 3.421711354865459 of the center atom at index 13 by 116.94935686565667 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1212504_processed.cif
mp-1212600.cif,Rotate all surrounding atoms within 2.982503777326589 of the center atom at index 8 by 202.8716388829948 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1212600_processed.cif
mp-1212621.cif,Rotate all surrounding atoms within 2.217124620238256 of the center atom at index 31 by 205.97282898837722 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1212621_processed.cif
mp-1212645.cif,Rotate all surrounding atoms within 3.4412105831318316 of the center atom at index 16 by 107.20700117874532 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1212645_processed.cif
mp-1212670.cif,Rotate all surrounding atoms within 2.558545211671666 of the center atom at index 12 by 208.97673301330218 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1212670_processed.cif
mp-1212757.cif,Rotate all surrounding atoms within 2.1656434798983457 of the center atom at index 8 by 236.57987131780192 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1212757_processed.cif
mp-1213080.cif,Rotate all surrounding atoms within 3.7079089416140754 of the center atom at index 2 by 289.33689970274577 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1213080_processed.cif
mp-1213206.cif,Rotate all surrounding atoms within 3.710005536073765 of the center atom at index 2 by 124.60291805211918 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1213206_processed.cif
mp-1213529.cif,Rotate all surrounding atoms within 3.007934423539317 of the center atom at index 14 by 272.9123185835353 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1213529_processed.cif
mp-1213562.cif,Rotate all surrounding atoms within 3.3993644219628254 of the center atom at index 30 by 77.0229495507534 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1213562_processed.cif
mp-1213790.cif,Rotate all surrounding atoms within 2.7019501149382097 of the center atom at index 3 by 154.6781511403472 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1213790_processed.cif
mp-1214336.cif,Rotate all surrounding atoms within 3.3546648694156636 of the center atom at index 16 by 179.7029809391544 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1214336_processed.cif
mp-1214464.cif,Rotate all surrounding atoms within 2.394245753207147 of the center atom at index 16 by 171.47360063681194 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1214464_processed.cif
mp-1214610.cif,Rotate all surrounding atoms within 2.06872944408104 of the center atom at index 10 by 192.02799794987814 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1214610_processed.cif
mp-1214788.cif,Rotate all surrounding atoms within 2.5133439415228356 of the center atom at index 29 by 312.6977592779328 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1214788_processed.cif
mp-1214890.cif,Rotate all surrounding atoms within 2.906089873288315 of the center atom at index 7 by 243.47385325504635 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1214890_processed.cif
mp-1214936.cif,Rotate all surrounding atoms within 3.7056980165809414 of the center atom at index 24 by 61.340453725834905 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1214936_processed.cif
mp-1215141.cif,Rotate all surrounding atoms within 2.565615330084144 of the center atom at index 36 by 104.35185296225922 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1215141_processed.cif
mp-1215289.cif,Rotate all surrounding atoms within 3.7682553942749273 of the center atom at index 13 by 293.3550368213837 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1215289_processed.cif
mp-1215601.cif,Rotate all surrounding atoms within 3.230615425529571 of the center atom at index 3 by 280.7591837891856 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1215601_processed.cif
mp-1215607.cif,Rotate all surrounding atoms within 3.0134912890283685 of the center atom at index 8 by 279.50980275765784 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1215607_processed.cif
mp-1215624.cif,Rotate all surrounding atoms within 3.2634485252996326 of the center atom at index 0 by 160.6203741325984 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1215624_processed.cif
mp-1215653.cif,Rotate all surrounding atoms within 3.370260698911709 of the center atom at index 21 by 154.7049472966425 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1215653_processed.cif
mp-1215929.cif,Rotate all surrounding atoms within 3.280869468794083 of the center atom at index 6 by 230.6432799327972 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1215929_processed.cif
mp-1216177.cif,Rotate all surrounding atoms within 3.6694789832918975 of the center atom at index 10 by 159.66420312931032 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1216177_processed.cif
mp-1216179.cif,Rotate all surrounding atoms within 3.346755274160441 of the center atom at index 4 by 76.1403304265363 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1216179_processed.cif
mp-1216787.cif,Rotate all surrounding atoms within 2.7602017902943703 of the center atom at index 9 by 79.65404292284316 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1216787_processed.cif
mp-1216925.cif,Rotate all surrounding atoms within 2.647752486695543 of the center atom at index 12 by 51.96408945268174 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1216925_processed.cif
mp-1217133.cif,Rotate all surrounding atoms within 2.3597148672728325 of the center atom at index 0 by 245.90400299215798 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1217133_processed.cif
mp-1217420.cif,Rotate all surrounding atoms within 3.947422778761078 of the center atom at index 11 by 184.92506446012433 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1217420_processed.cif
mp-1217464.cif,Rotate all surrounding atoms within 3.993048680074236 of the center atom at index 8 by 212.79468231782658 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1217464_processed.cif
mp-1217479.cif,Rotate all surrounding atoms within 3.9004197440544437 of the center atom at index 26 by 74.03099100243051 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1217479_processed.cif
mp-1217682.cif,Rotate all surrounding atoms within 3.5119812423219074 of the center atom at index 7 by 301.9438138185803 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1217682_processed.cif
mp-1217834.cif,Rotate all surrounding atoms within 2.748560099191056 of the center atom at index 6 by 290.82893755944974 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1217834_processed.cif
mp-1218011.cif,Rotate all surrounding atoms within 3.4456397704185298 of the center atom at index 9 by 193.77479652887237 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1218011_processed.cif
mp-1218423.cif,Rotate all surrounding atoms within 3.62707768536605 of the center atom at index 0 by 184.65135854027645 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1218423_processed.cif
mp-1218682.cif,Rotate all surrounding atoms within 2.649505500141861 of the center atom at index 33 by 183.77267485705764 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1218682_processed.cif
mp-1218922.cif,Rotate all surrounding atoms within 3.715182958392795 of the center atom at index 1 by 119.25231642317763 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1218922_processed.cif
mp-1219071.cif,Rotate all surrounding atoms within 1.800930833178072 of the center atom at index 4 by 129.13131497690142 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1219071_processed.cif
mp-1219127.cif,Rotate all surrounding atoms within 2.8122749586181497 of the center atom at index 4 by 50.28198363492518 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1219127_processed.cif
mp-1219578.cif,Rotate all surrounding atoms within 2.942100467966125 of the center atom at index 6 by 89.14273352363567 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1219578_processed.cif
mp-1219615.cif,Rotate all surrounding atoms within 2.863336959408037 of the center atom at index 14 by 133.5698145488816 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1219615_processed.cif
mp-1219892.cif,Rotate all surrounding atoms within 3.304688468406216 of the center atom at index 20 by 284.35960696909467 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1219892_processed.cif
mp-1219893.cif,Rotate all surrounding atoms within 3.580500791865685 of the center atom at index 12 by 279.1324108315858 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1219893_processed.cif
mp-1220065.cif,Rotate all surrounding atoms within 3.6959010013065745 of the center atom at index 45 by 299.2005486161298 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1220065_processed.cif
mp-1220070.cif,Rotate all surrounding atoms within 3.3482563712633655 of the center atom at index 10 by 55.35202376319637 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1220070_processed.cif
mp-1220202.cif,Rotate all surrounding atoms within 3.963556066709449 of the center atom at index 7 by 249.0991159242574 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1220202_processed.cif
mp-1220419.cif,Rotate all surrounding atoms within 3.64205182418916 of the center atom at index 0 by 61.25375454422296 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1220419_processed.cif
mp-1220444.cif,Rotate all surrounding atoms within 2.525265274682326 of the center atom at index 2 by 76.34076316285599 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1220444_processed.cif
mp-1220553.cif,Rotate all surrounding atoms within 3.2387408315786543 of the center atom at index 0 by 147.08817081574728 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1220553_processed.cif
