input_cif,action_prompt,output_cif
mp-1192550.cif,Rotate all surrounding atoms within 2.872320563589887 angstrom of the center atom at index 26 by 166.02449138562957 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1192550_processed.cif
mp-1192556.cif,Rotate all surrounding atoms within 1.9944361582528574 angstrom of the center atom at index 15 by 49.45964071286247 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1192556_processed.cif
mp-1192588.cif,Rotate all surrounding atoms within 2.6780645702973653 angstrom of the center atom at index 22 by 84.14941246093424 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1192588_processed.cif
mp-1192755.cif,Rotate all surrounding atoms within 3.5086397103365243 angstrom of the center atom at index 20 by 251.14426507442877 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1192755_processed.cif
mp-1192984.cif,Rotate all surrounding atoms within 3.789589970101017 angstrom of the center atom at index 28 by 64.27906914308316 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1192984_processed.cif
mp-1193276.cif,Rotate all surrounding atoms within 3.2884144624096514 angstrom of the center atom at index 24 by 62.235880893709115 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1193276_processed.cif
mp-1193461.cif,Rotate all surrounding atoms within 2.3566359788554347 angstrom of the center atom at index 6 by 173.64543185873868 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1193461_processed.cif
mp-1193658.cif,Rotate all surrounding atoms within 3.8963845921793743 angstrom of the center atom at index 18 by 182.64798474796433 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1193658_processed.cif
mp-1193669.cif,Rotate all surrounding atoms within 3.1815815456709315 angstrom of the center atom at index 17 by 189.3285141094029 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1193669_processed.cif
mp-1193753.cif,Rotate all surrounding atoms within 3.1294845443272927 angstrom of the center atom at index 24 by 66.50009710505236 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1193753_processed.cif
mp-1194315.cif,Rotate all surrounding atoms within 3.5287166167098687 angstrom of the center atom at index 8 by 192.28091075924928 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1194315_processed.cif
mp-1194467.cif,Rotate all surrounding atoms within 3.1923551438883724 angstrom of the center atom at index 9 by 298.5353411876822 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1194467_processed.cif
mp-1194648.cif,Rotate all surrounding atoms within 1.6043375811744667 angstrom of the center atom at index 28 by 60.777111259290564 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1194648_processed.cif
mp-1194808.cif,Rotate all surrounding atoms within 3.961324008230875 angstrom of the center atom at index 30 by 190.2975053127546 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1194808_processed.cif
mp-1194897.cif,Rotate all surrounding atoms within 1.4179492083714431 angstrom of the center atom at index 13 by 268.33105202005765 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1194897_processed.cif
mp-1194954.cif,Rotate all surrounding atoms within 3.7213560451584247 angstrom of the center atom at index 4 by 78.28890470667078 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1194954_processed.cif
mp-1195087.cif,Rotate all surrounding atoms within 3.9071526795000437 angstrom of the center atom at index 31 by 224.35748265999837 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1195087_processed.cif
mp-1195106.cif,Rotate all surrounding atoms within 2.9637650360753525 angstrom of the center atom at index 17 by 255.82419828462525 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1195106_processed.cif
mp-1195319.cif,Rotate all surrounding atoms within 3.369800476666427 angstrom of the center atom at index 7 by 172.72065611741414 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1195319_processed.cif
mp-1195337.cif,Rotate all surrounding atoms within 3.0065785278232218 angstrom of the center atom at index 31 by 179.01105673290684 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1195337_processed.cif
mp-1195540.cif,Rotate all surrounding atoms within 3.393192026981021 angstrom of the center atom at index 11 by 185.85359047226297 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1195540_processed.cif
mp-1195827.cif,Rotate all surrounding atoms within 3.967931441872864 angstrom of the center atom at index 6 by 283.30942468245803 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1195827_processed.cif
mp-1195929.cif,Rotate all surrounding atoms within 2.7869753076067934 angstrom of the center atom at index 29 by 170.53656605309197 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1195929_processed.cif
mp-1195965.cif,Rotate all surrounding atoms within 1.8854643142010081 angstrom of the center atom at index 21 by 101.25100718812432 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1195965_processed.cif
mp-1195967.cif,Rotate all surrounding atoms within 3.593179427372206 angstrom of the center atom at index 14 by 312.4298886436978 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1195967_processed.cif
mp-1196244.cif,Rotate all surrounding atoms within 3.5481914970766706 angstrom of the center atom at index 56 by 294.00155035905834 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1196244_processed.cif
mp-1196468.cif,Rotate all surrounding atoms within 3.463598892941053 angstrom of the center atom at index 36 by 301.3337311995358 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1196468_processed.cif
mp-1196513.cif,Rotate all surrounding atoms within 2.597023933731219 angstrom of the center atom at index 45 by 179.75671061124888 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1196513_processed.cif
mp-1196514.cif,Rotate all surrounding atoms within 3.000569274128458 angstrom of the center atom at index 22 by 242.49977716535344 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1196514_processed.cif
mp-1197108.cif,Rotate all surrounding atoms within 3.7083220265379033 angstrom of the center atom at index 60 by 311.18922807024666 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1197108_processed.cif
mp-1197227.cif,Rotate all surrounding atoms within 2.5206012266627775 angstrom of the center atom at index 3 by 121.507411928009 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1197227_processed.cif
mp-1197238.cif,Rotate all surrounding atoms within 2.931853746770295 angstrom of the center atom at index 13 by 88.2988178038905 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1197238_processed.cif
mp-1197636.cif,Rotate all surrounding atoms within 2.3238194589280083 angstrom of the center atom at index 15 by 54.42439794563268 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1197636_processed.cif
mp-1197877.cif,Rotate all surrounding atoms within 3.240126341764918 angstrom of the center atom at index 23 by 81.80680880320855 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1197877_processed.cif
mp-1198057.cif,Rotate all surrounding atoms within 3.3911993067103294 angstrom of the center atom at index 1 by 208.62785962633376 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1198057_processed.cif
mp-1198140.cif,Rotate all surrounding atoms within 2.014244043460571 angstrom of the center atom at index 45 by 201.87285708283105 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1198140_processed.cif
mp-1198411.cif,Rotate all surrounding atoms within 2.579593617552514 angstrom of the center atom at index 29 by 243.8664668016329 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1198411_processed.cif
mp-1198574.cif,Rotate all surrounding atoms within 2.546140645151503 angstrom of the center atom at index 56 by 237.363067849727 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1198574_processed.cif
mp-1198593.cif,Rotate all surrounding atoms within 3.747829260020694 angstrom of the center atom at index 0 by 259.8734964993154 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1198593_processed.cif
mp-1198603.cif,Rotate all surrounding atoms within 2.0591586099014907 angstrom of the center atom at index 46 by 282.9759606208743 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1198603_processed.cif
mp-1198841.cif,Rotate all surrounding atoms within 3.349195156561403 angstrom of the center atom at index 33 by 130.80162659523054 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1198841_processed.cif
mp-1199018.cif,Rotate all surrounding atoms within 3.475388423483213 angstrom of the center atom at index 48 by 194.19278051368528 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1199018_processed.cif
mp-1199088.cif,Rotate all surrounding atoms within 3.8133377791877656 angstrom of the center atom at index 33 by 225.19502112610448 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1199088_processed.cif
mp-1199566.cif,Rotate all surrounding atoms within 1.626098156617557 angstrom of the center atom at index 21 by 292.84994703671305 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1199566_processed.cif
mp-1199672.cif,Rotate all surrounding atoms within 2.372189471224001 angstrom of the center atom at index 20 by 127.32939723824212 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1199672_processed.cif
mp-1200359.cif,Rotate all surrounding atoms within 3.1283314647338063 angstrom of the center atom at index 0 by 259.756396407792 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1200359_processed.cif
mp-1200542.cif,Rotate all surrounding atoms within 2.0728848822714303 angstrom of the center atom at index 28 by 205.03629949519632 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1200542_processed.cif
mp-1200692.cif,Rotate all surrounding atoms within 3.226043574198391 angstrom of the center atom at index 7 by 69.449279811807 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1200692_processed.cif
mp-1200758.cif,Rotate all surrounding atoms within 3.304169369324365 angstrom of the center atom at index 36 by 123.36074932947331 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1200758_processed.cif
mp-1201497.cif,Rotate all surrounding atoms within 3.0780969790709753 angstrom of the center atom at index 17 by 293.7593527749148 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1201497_processed.cif
mp-1201607.cif,Rotate all surrounding atoms within 3.5929196374683903 angstrom of the center atom at index 30 by 274.6444217345611 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1201607_processed.cif
mp-1201876.cif,Rotate all surrounding atoms within 3.370527459844352 angstrom of the center atom at index 47 by 90.07833754005718 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1201876_processed.cif
mp-1201895.cif,Rotate all surrounding atoms within 2.853949606926142 angstrom of the center atom at index 8 by 247.86983414551284 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1201895_processed.cif
mp-1202389.cif,Rotate all surrounding atoms within 2.5282160228149575 angstrom of the center atom at index 73 by 110.78510643353235 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1202389_processed.cif
mp-1202709.cif,Rotate all surrounding atoms within 3.0163277212160726 angstrom of the center atom at index 29 by 149.88558611278393 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1202709_processed.cif
mp-1202898.cif,Rotate all surrounding atoms within 2.3322696429931113 angstrom of the center atom at index 31 by 180.0514982571394 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1202898_processed.cif
mp-1202901.cif,Rotate all surrounding atoms within 2.5494696317982646 angstrom of the center atom at index 46 by 263.94116577285274 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1202901_processed.cif
mp-1203035.cif,Rotate all surrounding atoms within 3.4939560392434474 angstrom of the center atom at index 2 by 73.38618039125953 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1203035_processed.cif
mp-1203146.cif,Rotate all surrounding atoms within 3.1785806095936255 angstrom of the center atom at index 65 by 262.63346838879227 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1203146_processed.cif
mp-1203196.cif,Rotate all surrounding atoms within 2.7670005048054476 angstrom of the center atom at index 30 by 148.15225913405362 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1203196_processed.cif
mp-1203220.cif,Rotate all surrounding atoms within 2.4429904057974956 angstrom of the center atom at index 20 by 267.63620143749586 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1203220_processed.cif
mp-1203746.cif,Rotate all surrounding atoms within 3.410552478223929 angstrom of the center atom at index 28 by 256.74976315197785 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1203746_processed.cif
mp-1203808.cif,Rotate all surrounding atoms within 2.6603538255124386 angstrom of the center atom at index 91 by 184.74206191518735 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1203808_processed.cif
mp-1203996.cif,Rotate all surrounding atoms within 2.739691461113734 angstrom of the center atom at index 15 by 255.5696633869055 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1203996_processed.cif
mp-1204064.cif,Rotate all surrounding atoms within 3.365453678745973 angstrom of the center atom at index 16 by 99.51818405468813 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1204064_processed.cif
mp-1204087.cif,Rotate all surrounding atoms within 3.5532018515553934 angstrom of the center atom at index 34 by 160.64533498313992 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1204087_processed.cif
mp-1204178.cif,Rotate all surrounding atoms within 3.1914855327722256 angstrom of the center atom at index 37 by 289.3958139372047 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1204178_processed.cif
mp-1204195.cif,Rotate all surrounding atoms within 3.6192818577954275 angstrom of the center atom at index 16 by 145.29037698307715 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1204195_processed.cif
mp-1204482.cif,Rotate all surrounding atoms within 2.020913722760235 angstrom of the center atom at index 16 by 60.44062748874917 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1204482_processed.cif
mp-1204573.cif,Rotate all surrounding atoms within 3.8058364130810425 angstrom of the center atom at index 58 by 56.04223685047083 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1204573_processed.cif
mp-1204620.cif,Rotate all surrounding atoms within 3.6669934380996017 angstrom of the center atom at index 34 by 61.07692410276559 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1204620_processed.cif
mp-1204800.cif,Rotate all surrounding atoms within 3.3245416752728856 angstrom of the center atom at index 8 by 45.87781154948006 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1204800_processed.cif
mp-1205388.cif,Rotate all surrounding atoms within 3.711321969487635 angstrom of the center atom at index 14 by 295.15553801236933 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1205388_processed.cif
mp-1205391.cif,Rotate all surrounding atoms within 2.3299686361993848 angstrom of the center atom at index 17 by 127.4484456142669 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1205391_processed.cif
mp-1205393.cif,Rotate all surrounding atoms within 1.9222097955582236 angstrom of the center atom at index 4 by 173.44640590913983 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1205393_processed.cif
mp-1205503.cif,Rotate all surrounding atoms within 3.9409637436824223 angstrom of the center atom at index 4 by 200.66208776992343 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1205503_processed.cif
mp-1205523.cif,Rotate all surrounding atoms within 3.9244318364997515 angstrom of the center atom at index 4 by 304.0055448248679 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1205523_processed.cif
mp-1205660.cif,Rotate all surrounding atoms within 3.221149016672068 angstrom of the center atom at index 3 by 115.22209562629976 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1205660_processed.cif
mp-1205745.cif,Rotate all surrounding atoms within 3.3347666566383447 angstrom of the center atom at index 4 by 234.31564497288795 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1205745_processed.cif
mp-1205771.cif,Rotate all surrounding atoms within 2.660438414195511 angstrom of the center atom at index 9 by 155.3825983044381 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1205771_processed.cif
mp-1206201.cif,Rotate all surrounding atoms within 3.120602927251323 angstrom of the center atom at index 6 by 212.64152964980238 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1206201_processed.cif
mp-1206250.cif,Rotate all surrounding atoms within 3.29234419324609 angstrom of the center atom at index 3 by 119.94401819041332 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1206250_processed.cif
mp-1206569.cif,Rotate all surrounding atoms within 3.921133727206157 angstrom of the center atom at index 1 by 244.46944757085222 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1206569_processed.cif
mp-1206737.cif,Rotate all surrounding atoms within 2.138273849846696 angstrom of the center atom at index 9 by 268.5786492336392 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1206737_processed.cif
mp-1207144.cif,Rotate all surrounding atoms within 3.371275437589134 angstrom of the center atom at index 5 by 127.92389865728697 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1207144_processed.cif
mp-1207398.cif,Rotate all surrounding atoms within 3.9919793974442186 angstrom of the center atom at index 1 by 106.72789867955808 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1207398_processed.cif
mp-1207522.cif,Rotate all surrounding atoms within 3.6234447421578713 angstrom of the center atom at index 10 by 67.22621506529805 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1207522_processed.cif
mp-1207549.cif,Rotate all surrounding atoms within 3.659610737806214 angstrom of the center atom at index 0 by 162.87678298608677 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1207549_processed.cif
mp-1207596.cif,Rotate all surrounding atoms within 2.5994622741362337 angstrom of the center atom at index 0 by 77.32925243055504 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1207596_processed.cif
mp-1207733.cif,Rotate all surrounding atoms within 2.331406376299279 angstrom of the center atom at index 24 by 238.28167796437467 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1207733_processed.cif
mp-1207797.cif,Rotate all surrounding atoms within 3.6947505039623643 angstrom of the center atom at index 0 by 274.77622675368957 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1207797_processed.cif
mp-1207993.cif,Rotate all surrounding atoms within 3.1842808319758857 angstrom of the center atom at index 6 by 187.13857860493215 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1207993_processed.cif
mp-1208058.cif,Rotate all surrounding atoms within 3.742306328113604 angstrom of the center atom at index 5 by 267.65478149566985 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1208058_processed.cif
mp-1208219.cif,Rotate all surrounding atoms within 3.342102318003773 angstrom of the center atom at index 14 by 83.45216433716539 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1208219_processed.cif
mp-1208275.cif,Rotate all surrounding atoms within 3.904526085894087 angstrom of the center atom at index 60 by 240.57255046106545 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1208275_processed.cif
mp-1208331.cif,Rotate all surrounding atoms within 3.1663840777456116 angstrom of the center atom at index 4 by 222.84863475439434 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1208331_processed.cif
mp-1208361.cif,Rotate all surrounding atoms within 2.8633807881963103 angstrom of the center atom at index 5 by 133.9333368785381 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1208361_processed.cif
mp-1208425.cif,Rotate all surrounding atoms within 3.999594715652036 angstrom of the center atom at index 11 by 71.96129997997045 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1208425_processed.cif
mp-1208879.cif,Rotate all surrounding atoms within 3.1611060483057725 angstrom of the center atom at index 3 by 110.10499504804085 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1208879_processed.cif
mp-1209036.cif,Rotate all surrounding atoms within 3.879585578272228 angstrom of the center atom at index 12 by 126.24759809094128 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1209036_processed.cif
mp-1209206.cif,Rotate all surrounding atoms within 2.441731244911275 angstrom of the center atom at index 34 by 219.73671734742197 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1209206_processed.cif
mp-1209348.cif,Rotate all surrounding atoms within 3.6644264736221497 angstrom of the center atom at index 12 by 99.66283809959495 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1209348_processed.cif
mp-1209483.cif,Rotate all surrounding atoms within 3.0677101868914898 angstrom of the center atom at index 8 by 119.7282549770328 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1209483_processed.cif
mp-1209534.cif,Rotate all surrounding atoms within 3.783373495951899 angstrom of the center atom at index 9 by 221.05590239427764 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1209534_processed.cif
mp-1209695.cif,Rotate all surrounding atoms within 3.4409401733521423 angstrom of the center atom at index 21 by 209.0114172918405 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1209695_processed.cif
mp-1210015.cif,Rotate all surrounding atoms within 2.719972288371511 angstrom of the center atom at index 9 by 210.9444161709079 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1210015_processed.cif
mp-1210035.cif,Rotate all surrounding atoms within 3.6615301287957376 angstrom of the center atom at index 7 by 117.24223676196013 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1210035_processed.cif
mp-1210161.cif,Rotate all surrounding atoms within 2.408285483421301 angstrom of the center atom at index 9 by 205.40150003988293 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1210161_processed.cif
mp-1210237.cif,Rotate all surrounding atoms within 3.7717461067192417 angstrom of the center atom at index 0 by 255.3811090149818 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1210237_processed.cif
mp-1210462.cif,Rotate all surrounding atoms within 3.388950785435404 angstrom of the center atom at index 1 by 165.58466644375636 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1210462_processed.cif
mp-1210502.cif,Rotate all surrounding atoms within 3.168272039116186 angstrom of the center atom at index 7 by 265.60018823918506 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1210502_processed.cif
mp-1210518.cif,Rotate all surrounding atoms within 2.0643930835776354 angstrom of the center atom at index 20 by 106.24083157332926 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1210518_processed.cif
mp-1210584.cif,Rotate all surrounding atoms within 2.862248579073933 angstrom of the center atom at index 5 by 288.7952746215652 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1210584_processed.cif
mp-1211181.cif,Rotate all surrounding atoms within 3.8296274016101526 angstrom of the center atom at index 6 by 177.8320329360139 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1211181_processed.cif
mp-1211192.cif,Rotate all surrounding atoms within 3.1080292774625824 angstrom of the center atom at index 8 by 142.31296990340496 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1211192_processed.cif
mp-1211198.cif,Rotate all surrounding atoms within 2.3759379768647912 angstrom of the center atom at index 15 by 220.0897959586969 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1211198_processed.cif
mp-1211303.cif,Rotate all surrounding atoms within 3.3638780715346996 angstrom of the center atom at index 5 by 90.06002239138417 degree around the axis [ 0.  0. -1.] in the cif file. The rotation should following the right-hand rule.,mp-1211303_processed.cif
mp-1211402.cif,Rotate all surrounding atoms within 3.1722308212708286 angstrom of the center atom at index 14 by 152.41570589034487 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1211402_processed.cif
mp-1211546.cif,Rotate all surrounding atoms within 3.0194084108830226 angstrom of the center atom at index 1 by 190.6658621524641 degree around the axis [1. 0. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1211546_processed.cif
mp-1211686.cif,Rotate all surrounding atoms within 3.626438433574091 angstrom of the center atom at index 2 by 302.06038684490505 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1211686_processed.cif
mp-1211861.cif,Rotate all surrounding atoms within 3.9416156640636215 angstrom of the center atom at index 6 by 240.38248283853497 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1211861_processed.cif
mp-1211971.cif,Rotate all surrounding atoms within 2.804560232779746 angstrom of the center atom at index 35 by 280.53058206307827 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1211971_processed.cif
mp-1212118.cif,Rotate all surrounding atoms within 3.193474431891414 angstrom of the center atom at index 5 by 144.84295221947673 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1212118_processed.cif
mp-1212387.cif,Rotate all surrounding atoms within 3.7348907664011692 angstrom of the center atom at index 8 by 163.30821802499173 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1212387_processed.cif
mp-1212504.cif,Rotate all surrounding atoms within 3.8306408443142512 angstrom of the center atom at index 19 by 124.34865236143277 degree around the axis [-1.  0.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1212504_processed.cif
mp-1212600.cif,Rotate all surrounding atoms within 3.1613114294457185 angstrom of the center atom at index 3 by 52.97585454947019 degree around the axis [0. 1. 0.] in the cif file. The rotation should following the right-hand rule.,mp-1212600_processed.cif
mp-1212621.cif,Rotate all surrounding atoms within 3.0395454153298447 angstrom of the center atom at index 26 by 161.29783637851415 degree around the axis [0. 0. 1.] in the cif file. The rotation should following the right-hand rule.,mp-1212621_processed.cif
mp-1212645.cif,Rotate all surrounding atoms within 3.123412063992297 angstrom of the center atom at index 9 by 63.24239038613469 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1212645_processed.cif
mp-1212670.cif,Rotate all surrounding atoms within 2.6898961039450016 angstrom of the center atom at index 7 by 96.15996667529149 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1212670_processed.cif
mp-1212757.cif,Rotate all surrounding atoms within 3.107139302592019 angstrom of the center atom at index 19 by 249.58444171378153 degree around the axis [ 0. -1.  0.] in the cif file. The rotation should following the right-hand rule.,mp-1212757_processed.cif
