input_cif,action_prompt,output_cif
mp-1214936.cif,Create a supercell with the size 3 by 1 by 2.,mp-1214936_processed.cif
mp-1215141.cif,Create a supercell with the size 2X3X1.,mp-1215141_processed.cif
mp-1215289.cif,Create a supercell with the size 3*2*1.,mp-1215289_processed.cif
mp-1215601.cif,Create a supercell with the size 1X2X4.,mp-1215601_processed.cif
mp-1215607.cif,Create a supercell with the size 1X4X1.,mp-1215607_processed.cif
mp-1215624.cif,Create a supercell with the size 2 by 4 by 1.,mp-1215624_processed.cif
mp-1215653.cif,Create a supercell with the size 2*2*2.,mp-1215653_processed.cif
mp-1215929.cif,Create a supercell with the size 1x4x1.,mp-1215929_processed.cif
mp-1216177.cif,Create a supercell with the size 2X1X4.,mp-1216177_processed.cif
mp-1216179.cif,Create a supercell with the size 4×2×1.,mp-1216179_processed.cif
mp-1216787.cif,Create a supercell with the size 1x2x2.,mp-1216787_processed.cif
mp-1216925.cif,Create a supercell with the size 2X1X4.,mp-1216925_processed.cif
mp-1217133.cif,Create a supercell with the size 4 by 1 by 1.,mp-1217133_processed.cif
mp-1217420.cif,Create a supercell with the size 1×4×1.,mp-1217420_processed.cif
mp-1217464.cif,Create a supercell with the size 1x2x2.,mp-1217464_processed.cif
mp-1217479.cif,Create a supercell with the size 2*4*1.,mp-1217479_processed.cif
mp-1217682.cif,Create a supercell with the size 2X1X2.,mp-1217682_processed.cif
mp-1217834.cif,Create a supercell with the size 2x1x1.,mp-1217834_processed.cif
mp-1218011.cif,Create a supercell with the size 1*2*2.,mp-1218011_processed.cif
mp-1218423.cif,Create a supercell with the size 1x4x1.,mp-1218423_processed.cif
mp-1218682.cif,Create a supercell with the size 1*4*2.,mp-1218682_processed.cif
mp-1218922.cif,Create a supercell with the size 3X2X1.,mp-1218922_processed.cif
mp-1219071.cif,Create a supercell with the size 4x1x1.,mp-1219071_processed.cif
mp-1219127.cif,Create a supercell with the size 1×2×3.,mp-1219127_processed.cif
mp-1219578.cif,Create a supercell with the size 2×4×1.,mp-1219578_processed.cif
mp-1219615.cif,Create a supercell with the size 1*2*1.,mp-1219615_processed.cif
mp-1219892.cif,Create a supercell with the size 1*4*1.,mp-1219892_processed.cif
mp-1219893.cif,Create a supercell with the size 3x1x2.,mp-1219893_processed.cif
mp-1220065.cif,Create a supercell with the size 2 by 2 by 1.,mp-1220065_processed.cif
mp-1220070.cif,Create a supercell with the size 4*1*2.,mp-1220070_processed.cif
mp-1220202.cif,Create a supercell with the size 2x1x4.,mp-1220202_processed.cif
mp-1220419.cif,Create a supercell with the size 1*2*3.,mp-1220419_processed.cif
mp-1220444.cif,Create a supercell with the size 1 by 3 by 2.,mp-1220444_processed.cif
mp-1220553.cif,Create a supercell with the size 4x1x2.,mp-1220553_processed.cif
mp-1220692.cif,Create a supercell with the size 1x2x3.,mp-1220692_processed.cif
mp-1220760.cif,Create a supercell with the size 1X4X2.,mp-1220760_processed.cif
mp-1221207.cif,Create a supercell with the size 3x2x1.,mp-1221207_processed.cif
mp-1221380.cif,Create a supercell with the size 2×1×2.,mp-1221380_processed.cif
mp-1221838.cif,Create a supercell with the size 1×2×4.,mp-1221838_processed.cif
mp-1221843.cif,Create a supercell with the size 1*4*2.,mp-1221843_processed.cif
mp-1221998.cif,Create a supercell with the size 2x1x4.,mp-1221998_processed.cif
mp-1222146.cif,Create a supercell with the size 1 by 1 by 2.,mp-1222146_processed.cif
mp-1222327.cif,Create a supercell with the size 2X1X1.,mp-1222327_processed.cif
mp-1222509.cif,Create a supercell with the size 2*1*1.,mp-1222509_processed.cif
mp-1222563.cif,Create a supercell with the size 2x2x2.,mp-1222563_processed.cif
mp-1222827.cif,Create a supercell with the size 4*1*1.,mp-1222827_processed.cif
mp-1223169.cif,Create a supercell with the size 2X2X1.,mp-1223169_processed.cif
mp-1223295.cif,Create a supercell with the size 2x4x1.,mp-1223295_processed.cif
mp-1223429.cif,Create a supercell with the size 1x3x2.,mp-1223429_processed.cif
mp-1223578.cif,Create a supercell with the size 3X1X2.,mp-1223578_processed.cif
mp-1223597.cif,Create a supercell with the size 2*2*1.,mp-1223597_processed.cif
mp-1223626.cif,Create a supercell with the size 4×2×1.,mp-1223626_processed.cif
mp-1223895.cif,Create a supercell with the size 2×1×3.,mp-1223895_processed.cif
mp-1224478.cif,Create a supercell with the size 2x1x1.,mp-1224478_processed.cif
mp-1224502.cif,Create a supercell with the size 1X1X2.,mp-1224502_processed.cif
mp-1225147.cif,Create a supercell with the size 1x4x2.,mp-1225147_processed.cif
mp-1225213.cif,Create a supercell with the size 1X4X2.,mp-1225213_processed.cif
mp-1225229.cif,Create a supercell with the size 3×1×2.,mp-1225229_processed.cif
mp-1225237.cif,Create a supercell with the size 1*2*2.,mp-1225237_processed.cif
mp-1225440.cif,Create a supercell with the size 2x1x4.,mp-1225440_processed.cif
mp-1225651.cif,Create a supercell with the size 2x1x3.,mp-1225651_processed.cif
mp-1225781.cif,Create a supercell with the size 1x1x4.,mp-1225781_processed.cif
mp-1226113.cif,Create a supercell with the size 1x2x2.,mp-1226113_processed.cif
mp-1226144.cif,Create a supercell with the size 3 by 1 by 2.,mp-1226144_processed.cif
mp-1226291.cif,Create a supercell with the size 4x2x1.,mp-1226291_processed.cif
mp-1226695.cif,Create a supercell with the size 2×1×4.,mp-1226695_processed.cif
mp-1227099.cif,Create a supercell with the size 1*2*2.,mp-1227099_processed.cif
mp-1227106.cif,Create a supercell with the size 1x3x2.,mp-1227106_processed.cif
mp-1227447.cif,Create a supercell with the size 2×1×3.,mp-1227447_processed.cif
mp-1227574.cif,Create a supercell with the size 4X2X1.,mp-1227574_processed.cif
mp-1227644.cif,Create a supercell with the size 2x1x4.,mp-1227644_processed.cif
mp-1227756.cif,Create a supercell with the size 2 by 1 by 4.,mp-1227756_processed.cif
mp-1227836.cif,Create a supercell with the size 3*2*1.,mp-1227836_processed.cif
mp-1227849.cif,Create a supercell with the size 3×2×1.,mp-1227849_processed.cif
mp-1227954.cif,Create a supercell with the size 2×1×1.,mp-1227954_processed.cif
mp-1228056.cif,Create a supercell with the size 1X2X2.,mp-1228056_processed.cif
mp-1228315.cif,Create a supercell with the size 2×1×3.,mp-1228315_processed.cif
mp-1228494.cif,Create a supercell with the size 1x2x1.,mp-1228494_processed.cif
mp-1228522.cif,Create a supercell with the size 3 by 1 by 2.,mp-1228522_processed.cif
mp-1228836.cif,Create a supercell with the size 1*2*3.,mp-1228836_processed.cif
mp-1229286.cif,Create a supercell with the size 1X3X1.,mp-1229286_processed.cif
mp-1232260.cif,Create a supercell with the size 4 by 1 by 2.,mp-1232260_processed.cif
mp-1232340.cif,Create a supercell with the size 3×1×1.,mp-1232340_processed.cif
mp-1233155.cif,Create a supercell with the size 3X1X1.,mp-1233155_processed.cif
mp-1233280.cif,Create a supercell with the size 2x1x4.,mp-1233280_processed.cif
mp-1233390.cif,Create a supercell with the size 4X2X1.,mp-1233390_processed.cif
mp-1233443.cif,Create a supercell with the size 1 by 4 by 1.,mp-1233443_processed.cif
mp-1233468.cif,Create a supercell with the size 1 by 1 by 4.,mp-1233468_processed.cif
mp-1233776.cif,Create a supercell with the size 3×1×2.,mp-1233776_processed.cif
mp-1233932.cif,Create a supercell with the size 2 by 1 by 2.,mp-1233932_processed.cif
mp-1233998.cif,Create a supercell with the size 1 by 3 by 1.,mp-1233998_processed.cif
mp-1234032.cif,Create a supercell with the size 1x3x1.,mp-1234032_processed.cif
mp-1234239.cif,Create a supercell with the size 1*3*1.,mp-1234239_processed.cif
mp-12343.cif,Create a supercell with the size 3X2X1.,mp-12343_processed.cif
mp-1234325.cif,Create a supercell with the size 1 by 4 by 2.,mp-1234325_processed.cif
mp-1234413.cif,Create a supercell with the size 1x4x1.,mp-1234413_processed.cif
mp-1234620.cif,Create a supercell with the size 4 by 2 by 1.,mp-1234620_processed.cif
mp-1234667.cif,Create a supercell with the size 3×1×1.,mp-1234667_processed.cif
mp-1234741.cif,Create a supercell with the size 4*2*1.,mp-1234741_processed.cif
mp-1235023.cif,Create a supercell with the size 2X2X1.,mp-1235023_processed.cif
mp-1235295.cif,Create a supercell with the size 1*3*1.,mp-1235295_processed.cif
mp-1235548.cif,Create a supercell with the size 2x3x1.,mp-1235548_processed.cif
mp-1235562.cif,Create a supercell with the size 2 by 4 by 1.,mp-1235562_processed.cif
mp-1235571.cif,Create a supercell with the size 3X1X2.,mp-1235571_processed.cif
mp-1235672.cif,Create a supercell with the size 1×4×1.,mp-1235672_processed.cif
mp-1235780.cif,Create a supercell with the size 4x1x1.,mp-1235780_processed.cif
mp-1236433.cif,Create a supercell with the size 3X2X1.,mp-1236433_processed.cif
mp-1236543.cif,Create a supercell with the size 2X2X1.,mp-1236543_processed.cif
mp-1237278.cif,Create a supercell with the size 1x3x2.,mp-1237278_processed.cif
mp-1237483.cif,Create a supercell with the size 2*1*3.,mp-1237483_processed.cif
mp-1238409.cif,Create a supercell with the size 1×3×1.,mp-1238409_processed.cif
mp-1239078.cif,Create a supercell with the size 1 by 2 by 3.,mp-1239078_processed.cif
mp-1239118.cif,Create a supercell with the size 4X2X1.,mp-1239118_processed.cif
mp-1239141.cif,Create a supercell with the size 4*2*1.,mp-1239141_processed.cif
mp-1239223.cif,Create a supercell with the size 1 by 2 by 4.,mp-1239223_processed.cif
mp-1245280.cif,Create a supercell with the size 2*2*2.,mp-1245280_processed.cif
mp-1245339.cif,Create a supercell with the size 3*2*1.,mp-1245339_processed.cif
mp-1245361.cif,Create a supercell with the size 1x1x2.,mp-1245361_processed.cif
mp-1245365.cif,Create a supercell with the size 1*4*2.,mp-1245365_processed.cif
mp-1245626.cif,Create a supercell with the size 2x4x1.,mp-1245626_processed.cif
mp-1245657.cif,Create a supercell with the size 1×1×2.,mp-1245657_processed.cif
mp-1245740.cif,Create a supercell with the size 1x2x1.,mp-1245740_processed.cif
mp-1246144.cif,Create a supercell with the size 2×1×1.,mp-1246144_processed.cif
mp-1246228.cif,Create a supercell with the size 2x1x4.,mp-1246228_processed.cif
mp-1246371.cif,Create a supercell with the size 2X2X2.,mp-1246371_processed.cif
mp-1246720.cif,Create a supercell with the size 1×2×1.,mp-1246720_processed.cif
mp-1246726.cif,Create a supercell with the size 2X1X3.,mp-1246726_processed.cif
mp-1246860.cif,Create a supercell with the size 2X2X1.,mp-1246860_processed.cif
mp-1247094.cif,Create a supercell with the size 1X4X1.,mp-1247094_processed.cif
mp-1247286.cif,Create a supercell with the size 1*4*1.,mp-1247286_processed.cif
mp-1247309.cif,Create a supercell with the size 1x1x4.,mp-1247309_processed.cif
mp-1247354.cif,Create a supercell with the size 1X1X3.,mp-1247354_processed.cif
mp-1247634.cif,Create a supercell with the size 2×4×1.,mp-1247634_processed.cif
mp-1247690.cif,Create a supercell with the size 1 by 1 by 3.,mp-1247690_processed.cif
mp-1250148.cif,Create a supercell with the size 4x1x1.,mp-1250148_processed.cif
mp-1250558.cif,Create a supercell with the size 1 by 2 by 4.,mp-1250558_processed.cif
mp-1253019.cif,Create a supercell with the size 1*2*1.,mp-1253019_processed.cif
mp-1262123.cif,Create a supercell with the size 4X1X2.,mp-1262123_processed.cif
mp-12645.cif,Create a supercell with the size 2x1x4.,mp-12645_processed.cif
mp-1273464.cif,Create a supercell with the size 4*1*1.,mp-1273464_processed.cif
mp-1274050.cif,Create a supercell with the size 1 by 4 by 2.,mp-1274050_processed.cif
mp-1275879.cif,Create a supercell with the size 2×2×2.,mp-1275879_processed.cif
mp-1278738.cif,Create a supercell with the size 2 by 1 by 2.,mp-1278738_processed.cif
mp-1290926.cif,Create a supercell with the size 1X2X1.,mp-1290926_processed.cif
mp-1290947.cif,Create a supercell with the size 2*2*1.,mp-1290947_processed.cif
mp-1293037.cif,Create a supercell with the size 1x4x2.,mp-1293037_processed.cif
mp-1294897.cif,Create a supercell with the size 1 by 3 by 1.,mp-1294897_processed.cif
mp-1297758.cif,Create a supercell with the size 2×4×1.,mp-1297758_processed.cif
mp-1299593.cif,Create a supercell with the size 2*1*1.,mp-1299593_processed.cif
mp-1301981.cif,Create a supercell with the size 2*4*1.,mp-1301981_processed.cif
mp-1302395.cif,Create a supercell with the size 4X2X1.,mp-1302395_processed.cif
mp-1307565.cif,Create a supercell with the size 3*2*1.,mp-1307565_processed.cif
mp-1310460.cif,Create a supercell with the size 1 by 2 by 3.,mp-1310460_processed.cif
mp-1311133.cif,Create a supercell with the size 1*3*1.,mp-1311133_processed.cif
mp-1323.cif,Create a supercell with the size 2*2*2.,mp-1323_processed.cif
mp-1329989.cif,Create a supercell with the size 4 by 2 by 1.,mp-1329989_processed.cif
mp-1330925.cif,Create a supercell with the size 1×2×2.,mp-1330925_processed.cif
mp-1337025.cif,Create a supercell with the size 2x4x1.,mp-1337025_processed.cif
mp-1337931.cif,Create a supercell with the size 3X1X1.,mp-1337931_processed.cif
mp-1344766.cif,Create a supercell with the size 1x3x2.,mp-1344766_processed.cif
mp-1347018.cif,Create a supercell with the size 2X2X2.,mp-1347018_processed.cif
mp-1348043.cif,Create a supercell with the size 2*1*4.,mp-1348043_processed.cif
mp-1350284.cif,Create a supercell with the size 3x2x1.,mp-1350284_processed.cif
mp-1354141.cif,Create a supercell with the size 1X4X1.,mp-1354141_processed.cif
mp-13560.cif,Create a supercell with the size 1X1X3.,mp-13560_processed.cif
mp-1368020.cif,Create a supercell with the size 3×2×1.,mp-1368020_processed.cif
mp-1370295.cif,Create a supercell with the size 2×1×4.,mp-1370295_processed.cif
mp-1373337.cif,Create a supercell with the size 1X3X2.,mp-1373337_processed.cif
mp-1376405.cif,Create a supercell with the size 2*2*1.,mp-1376405_processed.cif
mp-1377393.cif,Create a supercell with the size 2×1×4.,mp-1377393_processed.cif
mp-1377991.cif,Create a supercell with the size 2x3x1.,mp-1377991_processed.cif
mp-1385417.cif,Create a supercell with the size 2×1×1.,mp-1385417_processed.cif
mp-1388114.cif,Create a supercell with the size 4X1X2.,mp-1388114_processed.cif
mp-1388425.cif,Create a supercell with the size 4×1×1.,mp-1388425_processed.cif
mp-1391777.cif,Create a supercell with the size 4*1*2.,mp-1391777_processed.cif
mp-14005.cif,Create a supercell with the size 2 by 4 by 1.,mp-14005_processed.cif
mp-1401385.cif,Create a supercell with the size 1 by 3 by 1.,mp-1401385_processed.cif
mp-1405211.cif,Create a supercell with the size 1X4X2.,mp-1405211_processed.cif
mp-1412002.cif,Create a supercell with the size 4X1X2.,mp-1412002_processed.cif
mp-1419122.cif,Create a supercell with the size 1*2*4.,mp-1419122_processed.cif
mp-1439.cif,Create a supercell with the size 1x1x2.,mp-1439_processed.cif
mp-14555.cif,Create a supercell with the size 1X2X1.,mp-14555_processed.cif
mp-14556.cif,Create a supercell with the size 2 by 1 by 1.,mp-14556_processed.cif
mp-1516666.cif,Create a supercell with the size 2x1x1.,mp-1516666_processed.cif
mp-1517169.cif,Create a supercell with the size 4*1*2.,mp-1517169_processed.cif
mp-1517627.cif,Create a supercell with the size 3 by 1 by 2.,mp-1517627_processed.cif
mp-1518007.cif,Create a supercell with the size 1X2X3.,mp-1518007_processed.cif
mp-1518014.cif,Create a supercell with the size 1*2*2.,mp-1518014_processed.cif
mp-1518246.cif,Create a supercell with the size 1 by 2 by 4.,mp-1518246_processed.cif
mp-1518458.cif,Create a supercell with the size 1X2X3.,mp-1518458_processed.cif
mp-1518757.cif,Create a supercell with the size 1X1X3.,mp-1518757_processed.cif
mp-1519002.cif,Create a supercell with the size 2 by 1 by 4.,mp-1519002_processed.cif
mp-1519698.cif,Create a supercell with the size 1×2×1.,mp-1519698_processed.cif
mp-1519736.cif,Create a supercell with the size 4×1×2.,mp-1519736_processed.cif
mp-1519860.cif,Create a supercell with the size 2 by 1 by 3.,mp-1519860_processed.cif
mp-1519983.cif,Create a supercell with the size 3x2x1.,mp-1519983_processed.cif
mp-1519998.cif,Create a supercell with the size 2*1*3.,mp-1519998_processed.cif
mp-1520500.cif,Create a supercell with the size 4 by 2 by 1.,mp-1520500_processed.cif
mp-1521011.cif,Create a supercell with the size 2 by 1 by 4.,mp-1521011_processed.cif
mp-1521056.cif,Create a supercell with the size 2X1X4.,mp-1521056_processed.cif
mp-1521082.cif,Create a supercell with the size 2*2*1.,mp-1521082_processed.cif
mp-1521221.cif,Create a supercell with the size 3*2*1.,mp-1521221_processed.cif
mp-1521309.cif,Create a supercell with the size 1×4×2.,mp-1521309_processed.cif
mp-1521702.cif,Create a supercell with the size 4X1X1.,mp-1521702_processed.cif
mp-1522205.cif,Create a supercell with the size 1x1x2.,mp-1522205_processed.cif
mp-1522629.cif,Create a supercell with the size 1*1*4.,mp-1522629_processed.cif
mp-1522792.cif,Create a supercell with the size 1X3X1.,mp-1522792_processed.cif
mp-1523004.cif,Create a supercell with the size 2x1x4.,mp-1523004_processed.cif
mp-1523044.cif,Create a supercell with the size 2X1X4.,mp-1523044_processed.cif
mp-1523067.cif,Create a supercell with the size 1×1×3.,mp-1523067_processed.cif
mp-1523239.cif,Create a supercell with the size 2*2*2.,mp-1523239_processed.cif
mp-15896.cif,Create a supercell with the size 2*3*1.,mp-15896_processed.cif
mp-1643677.cif,Create a supercell with the size 2 by 1 by 1.,mp-1643677_processed.cif
mp-1645697.cif,Create a supercell with the size 1X2X1.,mp-1645697_processed.cif
mp-1661789.cif,Create a supercell with the size 4×1×1.,mp-1661789_processed.cif
mp-1661936.cif,Create a supercell with the size 1×3×2.,mp-1661936_processed.cif
mp-1662795.cif,Create a supercell with the size 3 by 1 by 2.,mp-1662795_processed.cif
mp-1666930.cif,Create a supercell with the size 1*2*1.,mp-1666930_processed.cif
mp-17024.cif,Create a supercell with the size 1 by 2 by 4.,mp-17024_processed.cif
mp-17282.cif,Create a supercell with the size 3X2X1.,mp-17282_processed.cif
mp-17344.cif,Create a supercell with the size 1*2*3.,mp-17344_processed.cif
mp-17676.cif,Create a supercell with the size 1 by 1 by 4.,mp-17676_processed.cif
mp-17770.cif,Create a supercell with the size 1x3x2.,mp-17770_processed.cif
mp-17838.cif,Create a supercell with the size 4*1*2.,mp-17838_processed.cif
mp-17861.cif,Create a supercell with the size 2 by 2 by 2.,mp-17861_processed.cif
mp-18469.cif,Create a supercell with the size 1 by 3 by 2.,mp-18469_processed.cif
mp-18525.cif,Create a supercell with the size 2*4*1.,mp-18525_processed.cif
mp-18612.cif,Create a supercell with the size 2X1X3.,mp-18612_processed.cif
mp-18701.cif,Create a supercell with the size 2*1*3.,mp-18701_processed.cif
mp-18713.cif,Create a supercell with the size 1*1*2.,mp-18713_processed.cif
mp-18817.cif,Create a supercell with the size 1 by 1 by 2.,mp-18817_processed.cif
mp-18833.cif,Create a supercell with the size 1×2×1.,mp-18833_processed.cif
mp-18848.cif,Create a supercell with the size 1 by 2 by 2.,mp-18848_processed.cif
mp-18996.cif,Create a supercell with the size 1X1X3.,mp-18996_processed.cif
mp-19070.cif,Create a supercell with the size 2*1*4.,mp-19070_processed.cif
mp-19087.cif,Create a supercell with the size 4X1X2.,mp-19087_processed.cif
mp-19123.cif,Create a supercell with the size 2x1x3.,mp-19123_processed.cif
mp-19162.cif,Create a supercell with the size 1x1x2.,mp-19162_processed.cif
mp-19426.cif,Create a supercell with the size 4 by 1 by 2.,mp-19426_processed.cif
mp-19785.cif,Create a supercell with the size 4*1*2.,mp-19785_processed.cif
mp-1987603.cif,Create a supercell with the size 2x3x1.,mp-1987603_processed.cif
mp-19903.cif,Create a supercell with the size 1X1X3.,mp-19903_processed.cif
mp-19931.cif,Create a supercell with the size 4 by 1 by 1.,mp-19931_processed.cif
mp-20276.cif,Create a supercell with the size 1 by 2 by 2.,mp-20276_processed.cif
mp-2030372.cif,Create a supercell with the size 2×1×2.,mp-2030372_processed.cif
mp-20460.cif,Create a supercell with the size 1x1x4.,mp-20460_processed.cif
mp-20499.cif,Create a supercell with the size 4*1*1.,mp-20499_processed.cif
mp-2053129.cif,Create a supercell with the size 1 by 2 by 2.,mp-2053129_processed.cif
mp-20633.cif,Create a supercell with the size 1X2X4.,mp-20633_processed.cif
mp-21208.cif,Create a supercell with the size 4 by 2 by 1.,mp-21208_processed.cif
mp-21493.cif,Create a supercell with the size 4×1×2.,mp-21493_processed.cif
mp-21658.cif,Create a supercell with the size 1X4X1.,mp-21658_processed.cif
mp-21799.cif,Create a supercell with the size 1 by 1 by 4.,mp-21799_processed.cif
mp-22042.cif,Create a supercell with the size 1*3*1.,mp-22042_processed.cif
mp-2206289.cif,Create a supercell with the size 2×2×1.,mp-2206289_processed.cif
mp-22076.cif,Create a supercell with the size 1 by 2 by 3.,mp-22076_processed.cif
mp-2215910.cif,Create a supercell with the size 1X2X4.,mp-2215910_processed.cif
mp-2217621.cif,Create a supercell with the size 3×1×1.,mp-2217621_processed.cif
mp-2217707.cif,Create a supercell with the size 4X1X1.,mp-2217707_processed.cif
mp-2217878.cif,Create a supercell with the size 2*4*1.,mp-2217878_processed.cif
mp-2218067.cif,Create a supercell with the size 3 by 1 by 2.,mp-2218067_processed.cif
mp-2218172.cif,Create a supercell with the size 2x4x1.,mp-2218172_processed.cif
mp-2218202.cif,Create a supercell with the size 1*2*4.,mp-2218202_processed.cif
mp-2218885.cif,Create a supercell with the size 2 by 1 by 4.,mp-2218885_processed.cif
mp-2218969.cif,Create a supercell with the size 2x2x1.,mp-2218969_processed.cif
mp-2219052.cif,Create a supercell with the size 2x1x4.,mp-2219052_processed.cif
mp-2219166.cif,Create a supercell with the size 3X1X1.,mp-2219166_processed.cif
mp-2219262.cif,Create a supercell with the size 1×2×3.,mp-2219262_processed.cif
mp-2219466.cif,Create a supercell with the size 1*3*1.,mp-2219466_processed.cif
mp-2222780.cif,Create a supercell with the size 1*2*3.,mp-2222780_processed.cif
mp-2223884.cif,Create a supercell with the size 1x3x2.,mp-2223884_processed.cif
mp-2224443.cif,Create a supercell with the size 1*1*2.,mp-2224443_processed.cif
mp-2224447.cif,Create a supercell with the size 1*3*2.,mp-2224447_processed.cif
mp-22248.cif,Create a supercell with the size 1 by 1 by 2.,mp-22248_processed.cif
mp-2224811.cif,Create a supercell with the size 2X1X4.,mp-2224811_processed.cif
mp-2224860.cif,Create a supercell with the size 3X1X1.,mp-2224860_processed.cif
mp-2225000.cif,Create a supercell with the size 2x1x3.,mp-2225000_processed.cif
mp-2228328.cif,Create a supercell with the size 1*2*4.,mp-2228328_processed.cif
mp-2228374.cif,Create a supercell with the size 2*2*2.,mp-2228374_processed.cif
mp-2228437.cif,Create a supercell with the size 2×1×1.,mp-2228437_processed.cif
mp-2228500.cif,Create a supercell with the size 2×1×4.,mp-2228500_processed.cif
mp-2228706.cif,Create a supercell with the size 1x4x1.,mp-2228706_processed.cif
mp-2228915.cif,Create a supercell with the size 2X2X1.,mp-2228915_processed.cif
mp-2228929.cif,Create a supercell with the size 4x1x1.,mp-2228929_processed.cif
mp-2229660.cif,Create a supercell with the size 1 by 3 by 1.,mp-2229660_processed.cif
mp-2230032.cif,Create a supercell with the size 1X3X2.,mp-2230032_processed.cif
mp-2230094.cif,Create a supercell with the size 3×2×1.,mp-2230094_processed.cif
mp-2230252.cif,Create a supercell with the size 1*2*2.,mp-2230252_processed.cif
mp-2230521.cif,Create a supercell with the size 1*4*1.,mp-2230521_processed.cif
mp-2230812.cif,Create a supercell with the size 3 by 1 by 2.,mp-2230812_processed.cif
mp-2231004.cif,Create a supercell with the size 3x1x1.,mp-2231004_processed.cif
mp-2231286.cif,Create a supercell with the size 2X1X1.,mp-2231286_processed.cif
mp-2232282.cif,Create a supercell with the size 3x2x1.,mp-2232282_processed.cif
mp-2239868.cif,Create a supercell with the size 4×2×1.,mp-2239868_processed.cif
mp-2240173.cif,Create a supercell with the size 2x1x3.,mp-2240173_processed.cif
mp-2241358.cif,Create a supercell with the size 1*4*2.,mp-2241358_processed.cif
mp-2254.cif,Create a supercell with the size 2*1*4.,mp-2254_processed.cif
mp-23418.cif,Create a supercell with the size 2*4*1.,mp-23418_processed.cif
mp-23498.cif,Create a supercell with the size 4×1×2.,mp-23498_processed.cif
mp-23586.cif,Create a supercell with the size 1 by 4 by 1.,mp-23586_processed.cif
mp-23979.cif,Create a supercell with the size 1X3X1.,mp-23979_processed.cif
mp-24037.cif,Create a supercell with the size 2×1×2.,mp-24037_processed.cif
mp-24044.cif,Create a supercell with the size 1*1*3.,mp-24044_processed.cif
mp-24515.cif,Create a supercell with the size 1x2x2.,mp-24515_processed.cif
mp-2480.cif,Create a supercell with the size 3x1x2.,mp-2480_processed.cif
mp-25405.cif,Create a supercell with the size 2 by 1 by 2.,mp-25405_processed.cif
mp-25457.cif,Create a supercell with the size 3x1x2.,mp-25457_processed.cif
mp-26179.cif,Create a supercell with the size 1X1X3.,mp-26179_processed.cif
mp-26270.cif,Create a supercell with the size 1x2x3.,mp-26270_processed.cif
mp-2646946.cif,Create a supercell with the size 2 by 4 by 1.,mp-2646946_processed.cif
mp-26612.cif,Create a supercell with the size 2×1×2.,mp-26612_processed.cif
mp-2715259.cif,Create a supercell with the size 2 by 1 by 1.,mp-2715259_processed.cif
mp-2715379.cif,Create a supercell with the size 3x2x1.,mp-2715379_processed.cif
mp-27286.cif,Create a supercell with the size 3X2X1.,mp-27286_processed.cif
mp-27341.cif,Create a supercell with the size 1X2X3.,mp-27341_processed.cif
mp-27383.cif,Create a supercell with the size 4X2X1.,mp-27383_processed.cif
mp-2751271.cif,Create a supercell with the size 4 by 1 by 2.,mp-2751271_processed.cif
mp-28393.cif,Create a supercell with the size 1×1×2.,mp-28393_processed.cif
mp-28394.cif,Create a supercell with the size 1 by 3 by 1.,mp-28394_processed.cif
mp-28430.cif,Create a supercell with the size 2 by 1 by 4.,mp-28430_processed.cif
mp-28450.cif,Create a supercell with the size 1x3x2.,mp-28450_processed.cif
mp-28544.cif,Create a supercell with the size 1X3X1.,mp-28544_processed.cif
mp-28580.cif,Create a supercell with the size 2 by 2 by 1.,mp-28580_processed.cif
mp-28824.cif,Create a supercell with the size 1X3X1.,mp-28824_processed.cif
mp-2901870.cif,Create a supercell with the size 3×1×1.,mp-2901870_processed.cif
mp-2911.cif,Create a supercell with the size 2*4*1.,mp-2911_processed.cif
mp-29144.cif,Create a supercell with the size 4*1*2.,mp-29144_processed.cif
mp-29412.cif,Create a supercell with the size 1*4*2.,mp-29412_processed.cif
mp-29415.cif,Create a supercell with the size 3X1X2.,mp-29415_processed.cif
mp-29755.cif,Create a supercell with the size 2*4*1.,mp-29755_processed.cif
mp-29770.cif,Create a supercell with the size 2x2x2.,mp-29770_processed.cif
mp-30305.cif,Create a supercell with the size 1x1x2.,mp-30305_processed.cif
mp-30320.cif,Create a supercell with the size 2 by 2 by 1.,mp-30320_processed.cif
mp-30859.cif,Create a supercell with the size 2×1×3.,mp-30859_processed.cif
mp-30908.cif,Create a supercell with the size 1X2X3.,mp-30908_processed.cif
mp-31251.cif,Create a supercell with the size 2×1×1.,mp-31251_processed.cif
mp-31314.cif,Create a supercell with the size 3 by 1 by 1.,mp-31314_processed.cif
mp-3138.cif,Create a supercell with the size 2X4X1.,mp-3138_processed.cif
mp-31394.cif,Create a supercell with the size 1X4X2.,mp-31394_processed.cif
mp-3205.cif,Create a supercell with the size 1X1X4.,mp-3205_processed.cif
mp-3216726.cif,Create a supercell with the size 1*2*4.,mp-3216726_processed.cif
mp-32528.cif,Create a supercell with the size 1*3*1.,mp-32528_processed.cif
mp-3316.cif,Create a supercell with the size 1 by 2 by 4.,mp-3316_processed.cif
mp-33325.cif,Create a supercell with the size 1×1×3.,mp-33325_processed.cif
mp-34185.cif,Create a supercell with the size 1*2*2.,mp-34185_processed.cif
mp-3538.cif,Create a supercell with the size 2X2X2.,mp-3538_processed.cif
mp-36310.cif,Create a supercell with the size 2x1x2.,mp-36310_processed.cif
